date,open,high,low,close,adj_close,volume
"Dec 18, 2023",360.69,360.69,360.69,360.69,348.82,-
"Dec 15, 2023",359.05,359.05,359.05,359.05,347.24,-
"Dec 14, 2023",359.06,359.06,359.06,359.06,347.25,-
"Dec 13, 2023",358.05,358.05,358.05,358.05,346.27,-
"Dec 12, 2023",353.23,353.23,353.23,353.23,341.61,-
"Dec 11, 2023",351.60,351.60,351.60,351.60,340.03,-
"Dec 8, 2023",350.22,350.22,350.22,350.22,338.70,-
"Dec 7, 2023",348.79,348.79,348.79,348.79,337.31,-
"Dec 6, 2023",345.98,345.98,345.98,345.98,334.60,-
"Dec 5, 2023",347.33,347.33,347.33,347.33,335.90,-
"Dec 4, 2023",347.52,347.52,347.52,347.52,336.09,-
"Dec 1, 2023",349.40,349.40,349.40,349.40,337.90,-
"Nov 30, 2023",347.36,347.36,347.36,347.36,335.93,-
"Nov 29, 2023",345.95,345.95,345.95,345.95,334.57,-
"Nov 28, 2023",346.22,346.22,346.22,346.22,334.83,-
"Nov 27, 2023",345.89,345.89,345.89,345.89,334.51,-
"Nov 24, 2023",346.55,346.55,346.55,346.55,335.15,-
"Nov 22, 2023",346.33,346.33,346.33,346.33,334.93,-
"Nov 21, 2023",344.92,344.92,344.92,344.92,333.57,-
"Nov 20, 2023",345.61,345.61,345.61,345.61,334.24,-
"Nov 17, 2023",343.04,343.04,343.04,343.04,331.75,-
"Nov 16, 2023",342.60,342.60,342.60,342.60,331.33,-
"Nov 15, 2023",342.11,342.11,342.11,342.11,330.85,-
"Nov 14, 2023",341.50,341.50,341.50,341.50,330.26,-
"Nov 13, 2023",335.06,335.06,335.06,335.06,324.04,-
"Nov 10, 2023",335.32,335.32,335.32,335.32,324.29,-
"Nov 9, 2023",330.11,330.11,330.11,330.11,319.25,-
"Nov 8, 2023",332.73,332.73,332.73,332.73,321.78,-
"Nov 7, 2023",332.39,332.39,332.39,332.39,321.45,-
"Nov 6, 2023",331.44,331.44,331.44,331.44,320.53,-
"Nov 3, 2023",330.83,330.83,330.83,330.83,319.94,-
"Nov 2, 2023",327.74,327.74,327.74,327.74,316.96,-
"Nov 1, 2023",321.66,321.66,321.66,321.66,311.08,-
"Oct 31, 2023",318.32,318.32,318.32,318.32,307.85,-
"Oct 30, 2023",316.24,316.24,316.24,316.24,305.83,-
"Oct 27, 2023",312.48,312.48,312.48,312.48,302.20,-
"Oct 26, 2023",313.97,313.97,313.97,313.97,303.64,-
"Oct 25, 2023",317.73,317.73,317.73,317.73,307.28,-
"Oct 24, 2023",322.34,322.34,322.34,322.34,311.73,-
"Oct 23, 2023",320.02,320.02,320.02,320.02,309.49,-
"Oct 20, 2023",320.56,320.56,320.56,320.56,310.01,-
"Oct 19, 2023",324.62,324.62,324.62,324.62,313.94,-
"Oct 18, 2023",327.38,327.38,327.38,327.38,316.61,-
"Oct 17, 2023",331.83,331.83,331.83,331.83,320.91,-
"Oct 16, 2023",331.86,331.86,331.86,331.86,320.94,-
"Oct 13, 2023",328.38,328.38,328.38,328.38,317.58,-
"Oct 12, 2023",330.02,330.02,330.02,330.02,319.16,-
"Oct 11, 2023",332.07,332.07,332.07,332.07,321.14,-
"Oct 10, 2023",330.63,330.63,330.63,330.63,319.75,-
"Oct 9, 2023",328.91,328.91,328.91,328.91,318.09,-
"Oct 6, 2023",326.84,326.84,326.84,326.84,316.09,-
"Oct 5, 2023",322.98,322.98,322.98,322.98,312.35,-
"Oct 4, 2023",323.34,323.34,323.34,323.34,312.70,-
"Oct 3, 2023",320.75,320.75,320.75,320.75,310.20,-
"Oct 2, 2023",325.18,325.18,325.18,325.18,314.48,-
"Sep 29, 2023",325.14,325.14,325.14,325.14,314.44,-
"Sep 28, 2023",326.02,326.02,326.02,326.02,315.29,-
"Sep 27, 2023",324.07,324.07,324.07,324.07,313.41,-
"Sep 26, 2023",323.99,323.99,323.99,323.99,313.33,-
"Sep 25, 2023",328.80,328.80,328.80,328.80,317.98,-
"Sep 22, 2023",327.48,327.48,327.48,327.48,316.71,-
"Sep 21, 2023",333.69,333.69,333.69,333.69,322.71,-
"Sep 20, 2023",333.69,333.69,333.69,333.69,322.71,-
"Sep 19, 2023",336.82,336.82,336.82,336.82,325.74,-
"Sep 18, 2023",337.56,337.56,337.56,337.56,326.45,-
"Sep 15, 2023",337.30,337.30,337.30,337.30,326.20,-
"Sep 14, 2023",341.44,341.44,341.44,341.44,330.21,-
"Sep 13, 2023",338.50,338.50,338.50,338.50,327.36,-
"Sep 12, 2023",338.08,338.08,338.08,338.08,326.96,-
"Sep 11, 2023",340.00,340.00,340.00,340.00,328.81,-
"Sep 8, 2023",337.73,337.73,337.73,337.73,326.62,-
"Sep 7, 2023",337.23,337.23,337.23,337.23,326.13,-
"Sep 6, 2023",338.26,338.26,338.26,338.26,327.13,-
"Sep 5, 2023",340.62,340.62,340.62,340.62,329.41,-
"Sep 1, 2023",342.03,342.03,342.03,342.03,330.78,-
"Aug 31, 2023",341.39,341.39,341.39,341.39,330.16,-
"Aug 30, 2023",341.86,341.86,341.86,341.86,330.61,-
"Aug 29, 2023",340.50,340.50,340.50,340.50,329.30,-
"Aug 28, 2023",335.64,335.64,335.64,335.64,324.60,-
"Aug 25, 2023",333.54,333.54,333.54,333.54,322.57,-
"Aug 24, 2023",331.27,331.27,331.27,331.27,320.37,-
"Aug 23, 2023",335.74,335.74,335.74,335.74,324.69,-
"Aug 22, 2023",332.07,332.07,332.07,332.07,321.14,-
"Aug 21, 2023",332.99,332.99,332.99,332.99,322.03,-
"Aug 18, 2023",330.71,330.71,330.71,330.71,319.83,-
"Aug 17, 2023",330.74,330.74,330.74,330.74,319.86,-
"Aug 16, 2023",333.24,333.24,333.24,333.24,322.28,-
"Aug 15, 2023",335.71,335.71,335.71,335.71,324.66,-
"Aug 14, 2023",339.58,339.58,339.58,339.58,328.41,-
"Aug 11, 2023",337.61,337.61,337.61,337.61,326.50,-
"Aug 10, 2023",337.91,337.91,337.91,337.91,326.79,-
"Aug 9, 2023",337.79,337.79,337.79,337.79,326.68,-
"Aug 8, 2023",340.15,340.15,340.15,340.15,328.96,-
"Aug 7, 2023",341.60,341.60,341.60,341.60,330.36,-
"Aug 4, 2023",338.53,338.53,338.53,338.53,327.39,-
"Aug 3, 2023",340.30,340.30,340.30,340.30,329.10,-
"Aug 2, 2023",341.17,341.17,341.17,341.17,329.94,-
"Aug 1, 2023",345.96,345.96,345.96,345.96,334.58,-
"Jul 31, 2023",346.86,346.86,346.86,346.86,335.45,-
"Jul 28, 2023",346.34,346.34,346.34,346.34,334.94,-
"Jul 27, 2023",342.94,342.94,342.94,342.94,331.66,-
"Jul 26, 2023",345.13,345.13,345.13,345.13,333.77,-
"Jul 25, 2023",345.18,345.18,345.18,345.18,333.82,-
"Jul 24, 2023",344.20,344.20,344.20,344.20,332.88,-
"Jul 21, 2023",342.82,342.82,342.82,342.82,331.54,-
"Jul 20, 2023",342.70,342.70,342.70,342.70,331.42,-
"Jul 19, 2023",345.01,345.01,345.01,345.01,333.66,-
"Jul 18, 2023",344.20,344.20,344.20,344.20,332.88,-
"Jul 17, 2023",341.77,341.77,341.77,341.77,330.52,-
"Jul 14, 2023",340.44,340.44,340.44,340.44,329.24,-
"Jul 13, 2023",340.79,340.79,340.79,340.79,329.58,-
"Jul 12, 2023",337.89,337.89,337.89,337.89,326.77,-
"Jul 11, 2023",335.40,335.40,335.40,335.40,324.36,-
"Jul 10, 2023",333.15,333.15,333.15,333.15,322.19,-
"Jul 7, 2023",332.35,332.35,332.35,332.35,321.41,-
"Jul 6, 2023",333.25,333.25,333.25,333.25,322.29,-
"Jul 5, 2023",335.88,335.88,335.88,335.88,324.83,-
"Jul 3, 2023",336.50,336.50,336.50,336.50,325.43,-
"Jun 30, 2023",336.09,336.09,336.09,336.09,325.03,-
"Jun 29, 2023",332.01,332.01,332.01,332.01,321.09,-
"Jun 28, 2023",330.49,330.49,330.49,330.49,319.62,-
"Jun 27, 2023",330.61,330.61,330.61,330.61,319.73,-
"Jun 26, 2023",326.86,326.86,326.86,326.86,316.11,-
"Jun 23, 2023",328.33,328.33,328.33,328.33,317.53,-
"Jun 22, 2023",330.85,330.85,330.85,330.85,319.96,-
"Jun 21, 2023",329.61,329.61,329.61,329.61,318.77,-
"Jun 20, 2023",331.32,331.32,331.32,331.32,320.42,-
"Jun 16, 2023",332.89,332.89,332.89,332.89,321.94,-
"Jun 15, 2023",334.10,334.10,334.10,334.10,323.11,-
"Jun 14, 2023",330.04,330.04,330.04,330.04,319.18,-
"Jun 13, 2023",329.69,329.69,329.69,329.69,318.84,-
"Jun 12, 2023",327.41,327.41,327.41,327.41,316.64,-
"Jun 9, 2023",324.39,324.39,324.39,324.39,313.72,-
"Jun 8, 2023",324.00,324.00,324.00,324.00,313.34,-
"Jun 7, 2023",321.97,321.97,321.97,321.97,311.38,-
"Jun 6, 2023",323.20,323.20,323.20,323.20,312.57,-
"Jun 5, 2023",322.44,322.44,322.44,322.44,311.83,-
"Jun 2, 2023",323.07,323.07,323.07,323.07,312.44,-
"Jun 1, 2023",318.42,318.42,318.42,318.42,307.94,-
"May 31, 2023",315.27,315.27,315.27,315.27,304.90,-
"May 30, 2023",317.12,317.12,317.12,317.12,306.69,-
"May 26, 2023",317.09,317.09,317.09,317.09,306.66,-
"May 25, 2023",312.99,312.99,312.99,312.99,302.69,-
"May 24, 2023",310.26,310.26,310.26,310.26,300.05,-
"May 23, 2023",312.54,312.54,312.54,312.54,302.26,-
"May 22, 2023",316.08,316.08,316.08,316.08,305.68,-
"May 19, 2023",316.00,316.00,316.00,316.00,305.60,-
"May 18, 2023",316.44,316.44,316.44,316.44,306.03,-
"May 17, 2023",313.43,313.43,313.43,313.43,303.12,-
"May 16, 2023",309.70,309.70,309.70,309.70,299.51,-
"May 15, 2023",311.66,311.66,311.66,311.66,301.41,-
"May 12, 2023",310.71,310.71,310.71,310.71,300.49,-
"May 11, 2023",311.13,311.13,311.13,311.13,300.89,-
"May 10, 2023",311.59,311.59,311.59,311.59,301.34,-
"May 9, 2023",310.19,310.19,310.19,310.19,299.98,-
"May 8, 2023",311.59,311.59,311.59,311.59,301.34,-
"May 5, 2023",311.44,311.44,311.44,311.44,301.19,-
"May 4, 2023",305.77,305.77,305.77,305.77,295.71,-
"May 3, 2023",307.96,307.96,307.96,307.96,297.83,-
"May 2, 2023",310.13,310.13,310.13,310.13,299.93,-
"May 1, 2023",313.75,313.75,313.75,313.75,303.43,-
"Apr 28, 2023",313.87,313.87,313.87,313.87,303.54,-
"Apr 27, 2023",311.28,311.28,311.28,311.28,301.04,-
"Apr 26, 2023",305.31,305.31,305.31,305.31,295.26,-
"Apr 25, 2023",306.49,306.49,306.49,306.49,296.41,-
"Apr 24, 2023",311.39,311.39,311.39,311.39,301.14,-
"Apr 21, 2023",311.13,311.13,311.13,311.13,300.89,-
"Apr 20, 2023",310.84,310.84,310.84,310.84,300.61,-
"Apr 19, 2023",312.66,312.66,312.66,312.66,302.37,-
"Apr 18, 2023",312.69,312.69,312.69,312.69,302.40,-
"Apr 17, 2023",312.42,312.42,312.42,312.42,302.14,-
"Apr 14, 2023",311.38,311.38,311.38,311.38,301.13,-
"Apr 13, 2023",312.03,312.03,312.03,312.03,301.76,-
"Apr 12, 2023",307.89,307.89,307.89,307.89,297.76,-
"Apr 11, 2023",309.17,309.17,309.17,309.17,299.00,-
"Apr 10, 2023",309.18,309.18,309.18,309.18,299.01,-
"Apr 6, 2023",308.87,308.87,308.87,308.87,298.71,-
"Apr 5, 2023",307.70,307.70,307.70,307.70,297.58,-
"Apr 4, 2023",308.43,308.43,308.43,308.43,298.28,-
"Apr 3, 2023",310.20,310.20,310.20,310.20,299.99,-
"Mar 31, 2023",309.05,309.05,309.05,309.05,298.88,-
"Mar 30, 2023",304.66,304.66,304.66,304.66,294.64,-
"Mar 29, 2023",302.88,302.88,302.88,302.88,292.91,-
"Mar 28, 2023",298.63,298.63,298.63,298.63,288.80,-
"Mar 27, 2023",299.11,299.11,299.11,299.11,289.27,-
"Mar 24, 2023",298.62,298.62,298.62,298.62,288.79,-
"Mar 23, 2023",296.94,296.94,296.94,296.94,287.17,-
"Mar 22, 2023",296.05,296.05,296.05,296.05,286.31,-
"Mar 21, 2023",300.97,300.97,300.97,300.97,291.07,-
"Mar 20, 2023",297.08,297.08,297.08,297.08,287.31,-
"Mar 17, 2023",294.46,294.46,294.46,294.46,284.77,-
"Mar 16, 2023",297.73,297.73,297.73,297.73,287.93,-
"Mar 15, 2023",292.56,292.56,292.56,292.56,282.93,-
"Mar 14, 2023",294.60,294.60,294.60,294.60,284.91,-
"Mar 13, 2023",289.66,289.66,289.66,289.66,280.13,-
"Mar 10, 2023",290.13,290.13,290.13,290.13,280.58,-
"Mar 9, 2023",294.43,294.43,294.43,294.43,284.74,-
"Mar 8, 2023",299.92,299.92,299.92,299.92,290.05,-
"Mar 7, 2023",299.47,299.47,299.47,299.47,289.62,-
"Mar 6, 2023",304.12,304.12,304.12,304.12,294.11,-
"Mar 3, 2023",303.90,303.90,303.90,303.90,293.90,-
"Mar 2, 2023",299.03,299.03,299.03,299.03,289.19,-
"Mar 1, 2023",296.74,296.74,296.74,296.74,286.98,-
"Feb 28, 2023",298.14,298.14,298.14,298.14,288.33,-
"Feb 27, 2023",299.02,299.02,299.02,299.02,289.18,-
"Feb 24, 2023",298.06,298.06,298.06,298.06,288.25,-
"Feb 23, 2023",301.21,301.21,301.21,301.21,291.30,-
"Feb 22, 2023",299.60,299.60,299.60,299.60,289.74,-
"Feb 21, 2023",300.06,300.06,300.06,300.06,290.19,-
"Feb 17, 2023",306.19,306.19,306.19,306.19,296.12,-
"Feb 16, 2023",306.98,306.98,306.98,306.98,296.88,-
"Feb 15, 2023",311.25,311.25,311.25,311.25,301.01,-
"Feb 14, 2023",310.31,310.31,310.31,310.31,300.10,-
"Feb 13, 2023",310.36,310.36,310.36,310.36,300.15,-
"Feb 10, 2023",306.81,306.81,306.81,306.81,296.72,-
"Feb 9, 2023",306.08,306.08,306.08,306.08,296.01,-
"Feb 8, 2023",308.77,308.77,308.77,308.77,298.61,-
"Feb 7, 2023",312.21,312.21,312.21,312.21,301.94,-
"Feb 6, 2023",308.24,308.24,308.24,308.24,298.10,-
"Feb 3, 2023",310.13,310.13,310.13,310.13,299.93,-
"Feb 2, 2023",313.35,313.35,313.35,313.35,303.04,-
"Feb 1, 2023",308.81,308.81,308.81,308.81,298.65,-
"Jan 31, 2023",305.61,305.61,305.61,305.61,295.55,-
"Jan 30, 2023",301.20,301.20,301.20,301.20,291.29,-
"Jan 27, 2023",305.12,305.12,305.12,305.12,295.08,-
"Jan 26, 2023",304.36,304.36,304.36,304.36,294.35,-
"Jan 25, 2023",301.03,301.03,301.03,301.03,291.13,-
"Jan 24, 2023",301.08,301.08,301.08,301.08,291.17,-
"Jan 23, 2023",301.29,301.29,301.29,301.29,291.38,-
"Jan 20, 2023",297.76,297.76,297.76,297.76,287.96,-
"Jan 19, 2023",292.23,292.23,292.23,292.23,282.61,-
"Jan 18, 2023",294.44,294.44,294.44,294.44,284.75,-
"Jan 17, 2023",299.09,299.09,299.09,299.09,289.25,-
"Jan 13, 2023",299.70,299.70,299.70,299.70,289.84,-
"Jan 12, 2023",298.50,298.50,298.50,298.50,288.68,-
"Jan 11, 2023",297.44,297.44,297.44,297.44,287.65,-
"Jan 10, 2023",293.67,293.67,293.67,293.67,284.01,-
"Jan 9, 2023",291.65,291.65,291.65,291.65,282.05,-
"Jan 6, 2023",291.83,291.83,291.83,291.83,282.23,-
"Jan 5, 2023",285.31,285.31,285.31,285.31,275.92,-
"Jan 4, 2023",288.64,288.64,288.64,288.64,279.14,-
"Jan 3, 2023",286.49,286.49,286.49,286.49,277.06,-
"Dec 30, 2022",287.55,287.55,287.55,287.55,278.09,-
"Dec 29, 2022",288.28,288.28,288.28,288.28,278.79,-
"Dec 28, 2022",283.21,283.21,283.21,283.21,273.89,-
"Dec 27, 2022",3.135 Dividend,,,,,
"Dec 27, 2022",286.72,286.72,286.72,286.72,277.29,-
"Dec 27, 2022",3.07 Capital Gains,,,,,
"Dec 23, 2022",294.12,294.12,294.12,294.12,278.44,-
"Dec 22, 2022",292.36,292.36,292.36,292.36,276.77,-
"Dec 21, 2022",296.75,296.75,296.75,296.75,280.93,-
"Dec 20, 2022",292.37,292.37,292.37,292.37,276.78,-
"Dec 19, 2022",292.05,292.05,292.05,292.05,276.48,-
"Dec 16, 2022",294.69,294.69,294.69,294.69,278.98,-
"Dec 15, 2022",297.99,297.99,297.99,297.99,282.10,-
"Dec 14, 2022",305.57,305.57,305.57,305.57,289.28,-
"Dec 13, 2022",307.38,307.38,307.38,307.38,290.99,-
"Dec 12, 2022",305.13,305.13,305.13,305.13,288.86,-
"Dec 9, 2022",300.85,300.85,300.85,300.85,284.81,-
"Dec 8, 2022",303.07,303.07,303.07,303.07,286.91,-
"Dec 7, 2022",300.76,300.76,300.76,300.76,284.73,-
"Dec 6, 2022",301.32,301.32,301.32,301.32,285.26,-
"Dec 5, 2022",305.72,305.72,305.72,305.72,289.42,-
"Dec 2, 2022",311.28,311.28,311.28,311.28,294.69,-
"Dec 1, 2022",311.62,311.62,311.62,311.62,295.01,-
"Nov 30, 2022",311.84,311.84,311.84,311.84,295.22,-
"Nov 29, 2022",302.40,302.40,302.40,302.40,286.28,-
"Nov 28, 2022",302.87,302.87,302.87,302.87,286.72,-
"Nov 25, 2022",307.61,307.61,307.61,307.61,291.21,-
"Nov 23, 2022",307.69,307.69,307.69,307.69,291.29,-
"Nov 22, 2022",305.86,305.86,305.86,305.86,289.56,-
"Nov 21, 2022",301.77,301.77,301.77,301.77,285.68,-
"Nov 18, 2022",302.91,302.91,302.91,302.91,286.76,-
"Nov 17, 2022",301.47,301.47,301.47,301.47,285.40,-
"Nov 16, 2022",302.34,302.34,302.34,302.34,286.22,-
"Nov 15, 2022",304.78,304.78,304.78,304.78,288.53,-
"Nov 14, 2022",302.13,302.13,302.13,302.13,286.02,-
"Nov 11, 2022",304.77,304.77,304.77,304.77,288.52,-
"Nov 10, 2022",301.98,301.98,301.98,301.98,285.88,-
"Nov 9, 2022",286.09,286.09,286.09,286.09,270.84,-
"Nov 8, 2022",292.11,292.11,292.11,292.11,276.54,-
"Nov 7, 2022",290.48,290.48,290.48,290.48,274.99,-
"Nov 4, 2022",287.71,287.71,287.71,287.71,272.37,-
"Nov 3, 2022",283.78,283.78,283.78,283.78,268.65,-
"Nov 2, 2022",286.80,286.80,286.80,286.80,271.51,-
"Nov 1, 2022",294.14,294.14,294.14,294.14,278.46,-
"Oct 31, 2022",295.35,295.35,295.35,295.35,279.61,-
"Oct 28, 2022",297.55,297.55,297.55,297.55,281.69,-
"Oct 27, 2022",290.37,290.37,290.37,290.37,274.89,-
"Oct 26, 2022",292.14,292.14,292.14,292.14,276.57,-
"Oct 25, 2022",294.31,294.31,294.31,294.31,278.62,-
"Oct 24, 2022",289.61,289.61,289.61,289.61,274.17,-
"Oct 21, 2022",286.21,286.21,286.21,286.21,270.95,-
"Oct 20, 2022",279.56,279.56,279.56,279.56,264.66,-
"Oct 19, 2022",281.76,281.76,281.76,281.76,266.74,-
"Oct 18, 2022",283.65,283.65,283.65,283.65,268.53,-
"Oct 17, 2022",280.44,280.44,280.44,280.44,265.49,-
"Oct 14, 2022",273.25,273.25,273.25,273.25,258.68,-
"Oct 13, 2022",279.85,279.85,279.85,279.85,264.93,-
"Oct 12, 2022",272.75,272.75,272.75,272.75,258.21,-
"Oct 11, 2022",273.63,273.63,273.63,273.63,259.04,-
"Oct 10, 2022",275.43,275.43,275.43,275.43,260.75,-
"Oct 7, 2022",277.51,277.51,277.51,277.51,262.72,-
"Oct 6, 2022",285.48,285.48,285.48,285.48,270.26,-
"Oct 5, 2022",288.36,288.36,288.36,288.36,272.99,-
"Oct 4, 2022",288.90,288.90,288.90,288.90,273.50,-
"Oct 3, 2022",280.33,280.33,280.33,280.33,265.39,-
"Sep 30, 2022",273.27,273.27,273.27,273.27,258.70,-
"Sep 29, 2022",277.45,277.45,277.45,277.45,262.66,-
"Sep 28, 2022",283.38,283.38,283.38,283.38,268.27,-
"Sep 27, 2022",277.90,277.90,277.90,277.90,263.09,-
"Sep 26, 2022",278.47,278.47,278.47,278.47,263.63,-
"Sep 23, 2022",281.37,281.37,281.37,281.37,266.37,-
"Sep 22, 2022",286.29,286.29,286.29,286.29,271.03,-
"Sep 21, 2022",288.72,288.72,288.72,288.72,273.33,-
"Sep 20, 2022",293.73,293.73,293.73,293.73,278.07,-
"Sep 19, 2022",297.07,297.07,297.07,297.07,281.23,-
"Sep 16, 2022",295.04,295.04,295.04,295.04,279.31,-
"Sep 15, 2022",297.17,297.17,297.17,297.17,281.33,-
"Sep 14, 2022",300.55,300.55,300.55,300.55,284.53,-
"Sep 13, 2022",299.47,299.47,299.47,299.47,283.51,-
"Sep 12, 2022",312.95,312.95,312.95,312.95,296.27,-
"Sep 9, 2022",309.67,309.67,309.67,309.67,293.16,-
"Sep 8, 2022",304.99,304.99,304.99,304.99,288.73,-
"Sep 7, 2022",302.96,302.96,302.96,302.96,286.81,-
"Sep 6, 2022",297.50,297.50,297.50,297.50,281.64,-
"Sep 2, 2022",298.71,298.71,298.71,298.71,282.79,-
"Sep 1, 2022",301.92,301.92,301.92,301.92,285.83,-
"Aug 31, 2022",300.96,300.96,300.96,300.96,284.92,-
"Aug 30, 2022",303.27,303.27,303.27,303.27,287.10,-
"Aug 29, 2022",306.63,306.63,306.63,306.63,290.28,-
"Aug 26, 2022",308.67,308.67,308.67,308.67,292.22,-
"Aug 25, 2022",319.41,319.41,319.41,319.41,302.38,-
"Aug 24, 2022",314.97,314.97,314.97,314.97,298.18,-
"Aug 23, 2022",314.05,314.05,314.05,314.05,297.31,-
"Aug 22, 2022",314.76,314.76,314.76,314.76,297.98,-
"Aug 19, 2022",321.58,321.58,321.58,321.58,304.44,-
"Aug 18, 2022",325.77,325.77,325.77,325.77,308.40,-
"Aug 17, 2022",324.99,324.99,324.99,324.99,307.67,-
"Aug 16, 2022",327.30,327.30,327.30,327.30,309.85,-
"Aug 15, 2022",326.67,326.67,326.67,326.67,309.26,-
"Aug 12, 2022",325.37,325.37,325.37,325.37,308.03,-
"Aug 11, 2022",319.80,319.80,319.80,319.80,302.75,-
"Aug 10, 2022",319.93,319.93,319.93,319.93,302.88,-
"Aug 9, 2022",313.24,313.24,313.24,313.24,296.54,-
"Aug 8, 2022",314.56,314.56,314.56,314.56,297.79,-
"Aug 5, 2022",314.94,314.94,314.94,314.94,298.15,-
"Aug 4, 2022",315.41,315.41,315.41,315.41,298.60,-
"Aug 3, 2022",315.64,315.64,315.64,315.64,298.81,-
"Aug 2, 2022",310.77,310.77,310.77,310.77,294.20,-
"Aug 1, 2022",312.85,312.85,312.85,312.85,296.17,-
"Jul 29, 2022",313.73,313.73,313.73,313.73,297.01,-
"Jul 28, 2022",309.30,309.30,309.30,309.30,292.81,-
"Jul 27, 2022",305.56,305.56,305.56,305.56,289.27,-
"Jul 26, 2022",297.79,297.79,297.79,297.79,281.92,-
"Jul 25, 2022",301.25,301.25,301.25,301.25,285.19,-
"Jul 22, 2022",300.86,300.86,300.86,300.86,284.82,-
"Jul 21, 2022",303.68,303.68,303.68,303.68,287.49,-
"Jul 20, 2022",300.70,300.70,300.70,300.70,284.67,-
"Jul 19, 2022",298.94,298.94,298.94,298.94,283.00,-
"Jul 18, 2022",290.91,290.91,290.91,290.91,275.40,-
"Jul 15, 2022",293.35,293.35,293.35,293.35,277.71,-
"Jul 14, 2022",287.83,287.83,287.83,287.83,272.49,-
"Jul 13, 2022",288.67,288.67,288.67,288.67,273.28,-
"Jul 12, 2022",289.95,289.95,289.95,289.95,274.49,-
"Jul 11, 2022",292.65,292.65,292.65,292.65,277.05,-
"Jul 8, 2022",296.06,296.06,296.06,296.06,280.28,-
"Jul 7, 2022",296.29,296.29,296.29,296.29,280.50,-
"Jul 6, 2022",291.89,291.89,291.89,291.89,276.33,-
"Jul 5, 2022",290.85,290.85,290.85,290.85,275.35,-
"Jul 1, 2022",290.34,290.34,290.34,290.34,274.86,-
"Jun 30, 2022",287.31,287.31,287.31,287.31,271.99,-
"Jun 29, 2022",289.79,289.79,289.79,289.79,274.34,-
"Jun 28, 2022",289.97,289.97,289.97,289.97,274.51,-
"Jun 27, 2022",295.91,295.91,295.91,295.91,280.14,-
"Jun 24, 2022",296.78,296.78,296.78,296.78,280.96,-
"Jun 23, 2022",287.99,287.99,287.99,287.99,272.64,-
"Jun 22, 2022",285.27,285.27,285.27,285.27,270.06,-
"Jun 21, 2022",285.65,285.65,285.65,285.65,270.42,-
"Jun 17, 2022",278.81,278.81,278.81,278.81,263.95,-
"Jun 16, 2022",278.21,278.21,278.21,278.21,263.38,-
"Jun 15, 2022",287.51,287.51,287.51,287.51,272.18,-
"Jun 14, 2022",283.37,283.37,283.37,283.37,268.26,-
"Jun 13, 2022",284.34,284.34,284.34,284.34,269.18,-
"Jun 10, 2022",295.82,295.82,295.82,295.82,280.05,-
"Jun 9, 2022",304.67,304.67,304.67,304.67,288.43,-
"Jun 8, 2022",312.06,312.06,312.06,312.06,295.42,-
"Jun 7, 2022",315.44,315.44,315.44,315.44,298.62,-
"Jun 6, 2022",312.46,312.46,312.46,312.46,295.80,-
"Jun 3, 2022",311.49,311.49,311.49,311.49,294.88,-
"Jun 2, 2022",316.62,316.62,316.62,316.62,299.74,-
"Jun 1, 2022",310.89,310.89,310.89,310.89,294.32,-
"May 31, 2022",313.20,313.20,313.20,313.20,296.50,-
"May 27, 2022",314.99,314.99,314.99,314.99,298.20,-
"May 26, 2022",307.33,307.33,307.33,307.33,290.95,-
"May 25, 2022",301.35,301.35,301.35,301.35,285.29,-
"May 24, 2022",298.53,298.53,298.53,298.53,282.62,-
"May 23, 2022",300.96,300.96,300.96,300.96,284.92,-
"May 20, 2022",295.45,295.45,295.45,295.45,279.70,-
"May 19, 2022",295.39,295.39,295.39,295.39,279.64,-
"May 18, 2022",297.10,297.10,297.10,297.10,281.26,-
"May 17, 2022",309.54,309.54,309.54,309.54,293.04,-
"May 16, 2022",303.42,303.42,303.42,303.42,287.25,-
"May 13, 2022",304.60,304.60,304.60,304.60,288.36,-
"May 12, 2022",297.48,297.48,297.48,297.48,281.62,-
"May 11, 2022",297.77,297.77,297.77,297.77,281.90,-
"May 10, 2022",302.74,302.74,302.74,302.74,286.60,-
"May 9, 2022",301.99,301.99,301.99,301.99,285.89,-
"May 6, 2022",311.96,311.96,311.96,311.96,295.33,-
"May 5, 2022",313.69,313.69,313.69,313.69,296.97,-
"May 4, 2022",325.23,325.23,325.23,325.23,307.89,-
"May 3, 2022",315.80,315.80,315.80,315.80,298.97,-
"May 2, 2022",314.29,314.29,314.29,314.29,297.54,-
"Apr 29, 2022",312.52,312.52,312.52,312.52,295.86,-
"Apr 28, 2022",324.27,324.27,324.27,324.27,306.98,-
"Apr 27, 2022",316.42,316.42,316.42,316.42,299.55,-
"Apr 26, 2022",315.75,315.75,315.75,315.75,298.92,-
"Apr 25, 2022",324.89,324.89,324.89,324.89,307.57,-
"Apr 22, 2022",323.05,323.05,323.05,323.05,305.83,-
"Apr 21, 2022",332.29,332.29,332.29,332.29,314.58,-
"Apr 20, 2022",337.22,337.22,337.22,337.22,319.24,-
"Apr 19, 2022",337.43,337.43,337.43,337.43,319.44,-
"Apr 18, 2022",332.09,332.09,332.09,332.09,314.39,-
"Apr 14, 2022",332.16,332.16,332.16,332.16,314.45,-
"Apr 13, 2022",336.24,336.24,336.24,336.24,318.32,-
"Apr 12, 2022",332.47,332.47,332.47,332.47,314.75,-
